ID,DEPARTAMENTO,REFERENCIA,DESCRIPCION,VIA AFECTADA,FECHA,LONG,LAT,EVENTO,FUENTE,HubName,HubDist,cod_tramo,codigo_via,pr_inicial,dist_ini,pr_finl,dist_fin,territoria,tramo,sector,administra,ruta,length_km,corrlog
"83",ATLANTICO,GALAPA,FALTA DE SERVICIO DE AGUA,BARRANQUILLA - CARTAGENA,2023/06/06,-74.8830934,10.8982704,Manifestación de personas,COLFECAR,"485",21211.1489272034,"90060","9006","39",0,"117",103,"02",Alternas a la Transversal del Caribe,Pensales - Barranquilla,"2",,91.9002577913513,3. Bogotá-B/quilla
"84",NARIÑO,RICAURTE,FALTA DE SERVICIO DE ALCANTARILLADO,PASTO - TUMACO,2023/06/06,-77.9963618,1.2135192,Manifestación de personas,COLFECAR,"553",13931.8983727377,"10020","1002","0",0,"95",0,"17",Transversal Tumaco - Leticia,Junín - Tuquerres,"1",,94.2183986661445,1. Bogotá-B/ventura-Ipiales
"85",LA GUAJIRA,LOS REMEDIOS,FALTA DE SERVICIO DE ENERGIA,RIOHACHA - CUESTECITAS,2023/06/07,-72.6024522,11.1817032,Manifestación de personas,COLFECAR,"242",4424.33638626755,"880152","8801","52",615,"66",300,"13",Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Cuestecitas - Paradero,"1",,13.4145099228195,3. Bogotá-B/quilla
"86",ATLANTICO,SABANALRGA,,BARRANQUILLA - CARTAGENA,2023/06/07,-74.9259833,10.6376271,Manifestación de personas,COLFECAR,"485",18828.7853721376,"90060","9006","39",0,"117",103,"02",Alternas a la Transversal del Caribe,Pensales - Barranquilla,"2",,91.9002577913513,3. Bogotá-B/quilla
"87",VALLE DEL CAUCA,EL GALLINERO,AMPLIACION DE COBERTURA ESCOLAR,BUGA - BUENAVENTURA,2023/06/08,-76.9586465,3.8862885,Manifestación de personas,COLFECAR,"463",1703.10624536426,"400115","4001","15",0,"19",800,"25",Transversal Buenaventura - Villavicencio - Puerto Carreño,Intersección Citronela - Córdoba,"1",,6.06277883768138,1. Bogotá-B/ventura-Ipiales
"88",MAGDALENA,CIENAGA,PAGO DE SALARIO FUNCIONARIOS ALCALDIA,BARRANQUILLA - SANTA MARTA,2023/06/08,-74.2475754,11.0054337,Manifestación de personas,COLFECAR,"89",24519.0297291847,"90071","9007","1",1794,"94",785,"15",Transversal del Caribe,Barranquilla - Santa Marta,"3",,129.570996211699,
"89",MAGDALENA,TASAJERA,DAMNIFICADOS POR INUNDACIONES,BARRANQUILLA - SANTA MARTA,2023/06/08,-74.1926706,11.2504331,Manifestación de personas,COLFECAR,"230",1395.89689098181,9007A0,9007A,"0",0,"7",75,"15",Alternas a la Transversal del Caribe,Mamatoco - Terminal Marítimo,"1",,7.08911435157972,
"90",VALLE DEL CAUCA,EL GALLINERO,AMPLIACION DE COBERTURA ESCOLAR,BUGA - BUENAVENTURA,2023/06/09,-76.9573883,3.8866523,Manifestación de personas,COLFECAR,"463",1579.77158306383,"400115","4001","15",0,"19",800,"25",Transversal Buenaventura - Villavicencio - Puerto Carreño,Intersección Citronela - Córdoba,"1",,6.06277883768138,1. Bogotá-B/ventura-Ipiales
"91",CESAR,LA JAGUA DE IBIRICO,AFECTACIONES POR INVIERNO,SAN ROQUE - LA PAZ,2023/06/09,-73.3329813,9.5650708,Manifestación de personas,COLFECAR,"234",30128.1146611647,"49010","4901","0",0,"140",0,"09",Troncal del Carbon,San Roque - La Paz,"1",,145.846698154822,
"92",MAGDALENA,CIENAGA,FALTA DE SERVICIO DE ENERGIA,BARRANQUILLA - SANTA MARTA,2023/06/09,-74.2397433,11.0055378,Manifestación de personas,COLFECAR,"89",25309.5798764414,"90071","9007","1",1794,"94",785,"15",Transversal del Caribe,Barranquilla - Santa Marta,"3",,129.570996211699,
"93",MAGDALENA,CIENAGA,FALTA DE SERVICIO DE ENERGIA,BARRANQUILLA - SANTA MARTA,2023/06/11,-74.2315251,11.0046742,Manifestación de personas,COLFECAR,"89",26181.6982868966,"90071","9007","1",1794,"94",785,"15",Transversal del Caribe,Barranquilla - Santa Marta,"3",,129.570996211699,
"94",MAGDALENA,SAN PABLO,MAL ESTADO DE VIAS DEL MUNICIPIO,FUNDACION - YE DE CIENAGA,2023/06/13,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"95",MAGDALENA,PTE RIO FRIO,MAL ESTADO DE VIAS DEL MUNICIPIO,FUNDACION - YE DE CIENAGA,2023/06/13,-74.2161609,11.0045417,Manifestación de personas,COLFECAR,"89",27761.8215884467,"90071","9007","1",1794,"94",785,"15",Transversal del Caribe,Barranquilla - Santa Marta,"3",,129.570996211699,
"96",CESAR,LA LOMA,FALTA DE SERVICIO DE ENERGIA,SAN ROQUE - BOSCONIA,2023/06/13,-73.6022982,9.5982177,Manifestación de personas,COLFECAR,"190",11168.2718039252,"45160","4516","0",0,"87",965,"09",Troncal del Magdalena,San Roque - Bosconia,"2",,117.694792076671,3. Bogotá-B/quilla
"97",SUCRE,SAMPUES,FALTA DE SERVICIO DE AGUA,PLANETA RICA - SINCELEJO,2023/06/13,-75.4138469,9.2489989,Manifestación de personas,COLFECAR,"488",23005.1327046235,"251452","2514","52",0,"114",0,"11",Troncal de Occidente,La Ye - Sincelejo,"2",,88.8096714003132,2. Cali-Medellín-Cartagena
"98",LA GUAJIRA,KM 42,PDT,DISTRACCION - CUESTECITAS,2023/06/13,-72.6194968,11.1811842,Manifestación de personas,COLFECAR,"252",21653.9033067079,"88010","8801","0",0,"52",615,"13",Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Buenavista - Cuestecitas,"1",,54.3994561634246,3. Bogotá-B/quilla
"99",META,EL TORO,PDT,PTO LOPEZ - PTO GAITAN,2023/06/14,-72.4749298,4.2331292,Manifestación de personas,COLFECAR,"54",6067.03701247085,"40080","4008","0",0,"109",619,"16",Transversal Buenaventura - Villavicencio - Puerto Carreño,Puerto López - Puerto Gaitán,"2",,108.634907408711,6. Bogotá-Yopal
"100",ATLANTICO,SABANALARGA,FALTA DE SERVICIO DE ENERGIA,BARRANQUILLA - CARTAGENA,2023/06/14,-74.9266603,10.6371671,Manifestación de personas,COLFECAR,"485",18824.716361676,"90060","9006","39",0,"117",103,"02",Alternas a la Transversal del Caribe,Pensales - Barranquilla,"2",,91.9002577913513,3. Bogotá-B/quilla
"101",MAGDALENA,PTE RIO FRIO,MAL ESTADO DE VIAS DEL MUNICIPIO,FUNDACION - YE DE CIENAGA,2023/06/14,-74.2155545,11.0034887,Manifestación de personas,COLFECAR,"196",692.894698158878,45MG020,45MG02,"0",0,"2",60,"15",Troncal del Magdalena,Variante de Ye de Ciénaga,"2",,2.10482442679651,
"102",CORDOBA,SAN ANTERO,FALTA DE SERVICIO DE ENERGIA,LORICA - COVEÑAS,2023/06/15,-75.7546317,9.3704713,Manifestación de personas,COLFECAR,"152",3954.20526234862,"90045","9004","5",850,"23",300,"11",Transversal del Caribe,Lorica - Coveñas,"2",,16.9936210804091,2. Cali-Medellín-Cartagena
"103",TOLIMA,NATAGAIMA,VIAS INTERNAS EN MAL ESTADO ,NEIVA - CASTILLA,2023/06/15,-75.0631812,3.8191657,Manifestación de personas,COLFECAR,"66",6818.80179200414,"45070","4507","0",0,"14",150,"24",Troncal del Magdalena,Castilla - Puente Saldaña,"2",,14.1955098148013,1. Bogotá-B/ventura-Ipiales
"104",CORDOBA,CARRILLO,SOLICITAN CONSULTA POPULAR ,CERETE - LORICA,2023/06/16,-75.8337728,8.9794687,Manifestación de personas,COLFECAR,"397",9314.73461819164,"210310","2103","10",764,"48",222,"11",Alternas a la Transversal del Caribe,Cereté - Lorica,"2",,36.7353524340919,2. Cali-Medellín-Cartagena
"105",BOLIVAR,MAGANGUE,VIAS INTERNAS EN MAL ESTADO ,EL BONGO - BODEGAS,2023/06/16,-74.7523021,9.2488267,Manifestación de personas,COLFECAR,"522",26962.1867400691,"78020","7802","0",0,"68",350,"03",Transversal Depresion Momposina,Puerta de Hierro - Magangué - Yatí,"1",,69.643594318975,
"106",CHOCÓ,TUTUNENDO,INCUMPLIMIETOS ALCALDIA,MEDELLIN - QUIBDO,2023/06/19,-76.5403143,5.7437888,Manifestación de personas,COLFECAR,"389",21141.4196227282,"60020","6002","0",0,"114",984,"10",Transversal Tribuga - Arauca,Quibdó - La Mansa,"1",,106.617592173852,
"107",MAGDALENA,NUEVA GRANADA,PDT,PLATO - EL DIFICIL,2023/06/20,-74.3891653,9.8000768,Manifestación de personas,COLFECAR,"228",9062.48302937529,"80020","8002","0",0,"87",820,"15",Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Plato – Pueblo Nuevo,"2",,100.945433880378,3. Bogotá-B/quilla
"108",LA GUAJIRA,KM 31,PDT,RIOHACHA - MAICAO,2023/06/22,-72.2706469,11.3836858,Manifestación de personas,COLFECAR,"125",27110.3186923683,"90100","9010","0",0,"88",0,"13",Transversal del Caribe,Riohacha - Paraguachón,"2",,87.5749326388281,3. Bogotá-B/quilla
"109",ATLANTICO,SABANALARGA,FALTA DE SERVICIO DE ENERGIA,BARRANQUILLA - CARTAGENA,2023/06/22,-74.930172,10.6378247,Manifestación de personas,COLFECAR,"485",18537.5118185921,"90060","9006","39",0,"117",103,"02",Alternas a la Transversal del Caribe,Pensales - Barranquilla,"2",,91.9002577913513,3. Bogotá-B/quilla
"110",MAGDALENA,CIENAGA,PDT,BARRANQUILLA - SANTA MARTA,2023/06/22,-74.2420627,11.0055125,Manifestación de personas,COLFECAR,"89",25074.7937155242,"90071","9007","1",1794,"94",785,"15",Transversal del Caribe,Barranquilla - Santa Marta,"3",,129.570996211699,
"111",CESAR,LOMA CALENTURA,FALTA DE SERVICIO DE ENERGIA,LA LOMA - BOSCONIA,2023/06/23,-73.6297615,9.6237823,Manifestación de personas,COLFECAR,"190",7600.53225075798,"45160","4516","0",0,"87",965,"09",Troncal del Magdalena,San Roque - Bosconia,"2",,117.694792076671,3. Bogotá-B/quilla
"112",ATLANTICO,SABANALARGA,FALTA DE SERVICIO DE ENERGIA,BARRANQUILLA - CARTAGENA,2023/06/23,-74.9325081,10.6383812,Manifestación de personas,COLFECAR,"485",18337.870722616,"90060","9006","39",0,"117",103,"02",Alternas a la Transversal del Caribe,Pensales - Barranquilla,"2",,91.9002577913513,3. Bogotá-B/quilla
"113",PUTUMAYO,VILLAGARZON,PDT,VILLAGARZON - MOCOA,2023/06/24,-76.6206379,1.0541098,Manifestación de personas,COLFECAR,"244",5218.92767970235,"450260","4502","60",300,"77",1000,"19",Troncal del Magdalena,Ye de Urcusique - Mocoa (Canangucho),"1",,17.5847737279523,7. Bogotá-Puerto Asis
"114",CHOCÓ,EL 9,INCUMPLIMIETOS ALCALDIA,MEDELLIN - QUIBDO,2023/06/25,-76.6565238,5.6893875,Manifestación de personas,COLFECAR,"396",18465.705845704,"130755","1307","55",0,"100",0,"10",Transversal Tribuga - Arauca,Certeguí - Quibdó,"1",,43.0238796691473,
"115",SANTANDER,LA GOMEZ,SEGURIDAD VIAL,LA LIZAMA - SAN ALBERTO,2023/06/26,-73.5484081,7.3899925,Manifestación de personas,COLFECAR,"513",7742.75888311716,"45130","4513","0",0,"90",748,"22",Troncal del Magdalena,La Lizama -San Alberto,"1",,102.661756717652,3. Bogotá-B/quilla
"116",CAUCA,PERICO NEGRO,FALTA DE SERVICIO DE AGUA,PTO TEJADA - CANDELARIA,2023/06/26,-76.4302795,3.2126134,Manifestación de personas,COLFECAR,"341",11492.4626177706,"31050","3105","0",0,"50",0,"08",Alternas a la Troncal de Occidente,Santander de Quilichao - Río Desbaratado,"1",,49.4921661644967,
"117",LA GUAJIRA,KM 28,PDT,RIOHACHA - MAICAO,2023/06/26,-72.4251637,11.4187557,Manifestación de personas,COLFECAR,"125",9844.89877982164,"90100","9010","0",0,"88",0,"13",Transversal del Caribe,Riohacha - Paraguachón,"2",,87.5749326388281,3. Bogotá-B/quilla
"118",CAUCA,LA MARIA,AUTONOMIA INDIGENA,STANDER DE QUILICHAO - POPAYAN,2023/06/26,-76.5434022,2.7323983,Manifestación de personas,COLFECAR,"263",5842.52210142432,"26010","2601","0",0,"17",0,"08",Alternas a la Troncal de Occidente,Morales - Piendamó,"1",,16.9959974024625,
"119",LA GUAJIRA,ALTO PINO,PDT,RIOHACHA - MAICAO,2023/06/27,-72.5363141,11.4434013,Manifestación de personas,COLFECAR,"125",2884.76714048247,"90100","9010","0",0,"88",0,"13",Transversal del Caribe,Riohacha - Paraguachón,"2",,87.5749326388281,3. Bogotá-B/quilla
"120",PUTUMAYO,VILLAGARZON,PDT,VILLAGARZON - PTO UMBRIA,2023/06/27,-76.5805248,0.8600422,Manifestación de personas,COLFECAR,"121",5482.50652329451,"45020","4502","0",0,"60",300,"19",Troncal del Magdalena,Santana - Ye de Urcusique,"2",,60.3154436414864,7. Bogotá-Puerto Asis
"121",CHOCÓ,PLAYA DE ORO,CONTROLES A MINERIA,PEREIRA - QUIBDO,2023/06/28,-76.4168847,5.3094835,Manifestación de personas,COLFECAR,"153",4461.4103111633,"50020","5002","0",0,"50",0,"10",Transversal Las Animas - Bogotá,Las Animas - Mumbú,"1",,48.5529626372544,
"122",MAGDALENA,YE DE FUNDACION,VENDEDORES AMBULANTES,BOSCONIA - FUNDACION,2023/06/29,-73.8871441,9.9740684,Manifestación de personas,COLFECAR,"191",16799.7470698703,"45170","4517","0",0,"34",81,"09",Troncal del Magdalena,Bosconia - Río Ariguaní,"2",,34.0014535472912,3. Bogotá-B/quilla
"123",CESAR,LOS CAUCHOS,PDT,BOSCONIA - VALLEDUPAR,2023/06/29,-73.2719708,10.432365,Manifestación de personas,COLFECAR,"229",53113.9063773011,"80030","8003","0",0,"116",120,"09",Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Pueblo Nuevo – Bosconia – Valledupar,"2",,138.965089432868,3. Bogotá-B/quilla
"124",CAUCA,LA MARIA,AUTONOMIA INDIGENA,STANDER DE QUILICHAO - POPAYAN,2023/06/29,-76.5474593,2.7388137,Manifestación de personas,COLFECAR,"263",6043.73839892109,"26010","2601","0",0,"17",0,"08",Alternas a la Troncal de Occidente,Morales - Piendamó,"1",,16.9959974024625,
"125",NORTE DE SANTANDER,PATILLALES,INCUMPLIMIETOS ALCALDIA,CUCUTA - PTO SANTANDER,2023/06/29,-72.5036737,7.9881387,Manifestación de personas,COLFECAR,"313",19917.764258218,"55072","5507","2",900,"53",758,"18",Troncal Central del Norte,Nueva Terminal de Cúcuta - Puente Internacional Pedro de Hevia,"1",,50.8315191939991,4. Bogotá-Cúcuta
"126",CAUCA,EL ESTRECHO,FALTA DE SERVICIO DE AGUA,STANDER DE QUILICHAO - POPAYAN,2023/06/29,-77.1202164,1.9642554,Manifestación de personas,COLFECAR,"342",31882.5470173267,"25030","2503","0",0,"121",0,"08",Troncal de Occidente,Mojarras - Popayán,"1",,120.901924188352,1. Bogotá-B/ventura-Ipiales
"127",MAGDALENA,LA GLORIA,DESALOJO DE TIERRAS,PLATO - EL DIFICIL,2023/06/30,-74.3231372,9.8105107,Manifestación de personas,COLFECAR,"228",15191.2971261749,"80020","8002","0",0,"87",820,"15",Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Plato – Pueblo Nuevo,"2",,100.945433880378,3. Bogotá-B/quilla
"128",VALLE DEL CAUCA,EL GALLINERO,ENTRADA EN VIGENCIA CONTROL INSIDE,BUGA - BUENAVENTIURA,2023/07/01,-76.9568354,3.8866724,Manifestación de personas,COLFECAR,"463",1521.93946710055,"400115","4001","15",0,"19",800,"25",Transversal Buenaventura - Villavicencio - Puerto Carreño,Intersección Citronela - Córdoba,"1",,6.06277883768138,1. Bogotá-B/ventura-Ipiales
"129",CHOCÓ,YUTO,TRASLADO DE PACIENTE A OTRO HOSPITAL,PEREIRA - QUIBDO,2023/07/04,-76.6360978,5.5319437,Manifestación de personas,COLFECAR,"396",1051.6727545902,"130755","1307","55",0,"100",0,"10",Transversal Tribuga - Arauca,Certeguí - Quibdó,"1",,43.0238796691473,
"130",SANTANDER,LA ESPERANZA,INSTALACION RELLENO SANITARIO,BUCARAMANGA - SAN ALBERTO,2023/07/04,-73.3200983,7.6390772,Manifestación de personas,COLFECAR,"220",13149.8797190072,45A0818,45A08,"18",0,"93",654,"22",Troncal Central,Río Negro - San Alberto,"1",,75.7379776931132,4. Bogotá-Cúcuta
"131",SANTANDER,EL TROPEZON,INSTALACION RELLENO SANITARIO,LA LIZAMA - SAN ALBERTO,2023/07/04,-73.5173241,7.680081,Manifestación de personas,COLFECAR,"513",25815.0746207233,"45130","4513","0",0,"90",748,"22",Troncal del Magdalena,La Lizama -San Alberto,"1",,102.661756717652,3. Bogotá-B/quilla
"132",CHOCÓ,YUTO,TRASLADO DE PACIENTE A OTRO HOSPITAL,PEREIRA - QUIBDO,2023/07/05,-76.6296118,5.5309508,Manifestación de personas,COLFECAR,"396",715.842515574563,"130755","1307","55",0,"100",0,"10",Transversal Tribuga - Arauca,Certeguí - Quibdó,"1",,43.0238796691473,
"133",SANTANDER,EL TROPEZON,INSTALACION RELLENO SANITARIO,LA LIZAMA - SAN ALBERTO,2023/07/05,-73.5129304,7.6840627,Manifestación de personas,COLFECAR,"513",26239.50094163,"45130","4513","0",0,"90",748,"22",Troncal del Magdalena,La Lizama -San Alberto,"1",,102.661756717652,3. Bogotá-B/quilla
"134",BOYACÁ,SOCHA,,BELEN - SACAMA,2023/07/05,-72.7007655,5.9821198,Manifestación de personas,COLFECAR,"57",15867.0667069199,"64040","6404","0",0,"128",500,"04",Ruta de Los Libertadores,Belén - Sácama,"1",,123.056043437294,
"135",CORDOBA,LOMA GRANDE,INSTALACION RELLENO SANITARIO,PLANETA RICA - MONTERIA,2023/07/05,-75.8252703,8.703952,Manifestación de personas,COLFECAR,"156",18126.1717572031,"23100","2310","0",0,"49",0,"11",Acceso a Monteria,Planeta Rica - Montería,"2",,49.5690134542895,2. Cali-Medellín-Cartagena
"136",META,GUAMAL,,GRANADA - VILLAVICENCIO,2023/07/06,-73.7720876,3.8804754,Manifestación de personas,COLFECAR,"41",7716.91425638063,"65090","6509","0",0,"69",925,"16",Troncal Villagarzon - Saravena,Ye de Granada - Paso por el Puente sobre el Río Ocoa,"2",,70.0388963664719,6. Bogotá-Yopal
"137",CHOCÓ,TAIBA,,PUEBLO RICO - SANTA CECILIA,2023/07/06,-76.1232019,5.3497691,Manifestación de personas,COLFECAR,"120",20794.6823769861,"50030","5003","0",0,"79",0,"21",Transversal Las Animas - Bogotá,Santa Cecilia - Asia,"1",,76.6712637810367,
"138",NARIÑO,ALTAQUER,,JUNIN - TUQUERRES,2023/07/06,-78.0909899,1.2473498,Manifestación de personas,COLFECAR,"553",25063.4073432662,"10020","1002","0",0,"95",0,"17",Transversal Tumaco - Leticia,Junín - Tuquerres,"1",,94.2183986661445,1. Bogotá-B/ventura-Ipiales
"139",BOLIVAR,ARJONA,,TURBACO - GAMBOTE,2023/07/08,-75.3492182,10.2528509,Manifestación de personas,COLFECAR,"484",439.834239277318,"900559","9005","59",180,"99",500,"03",Transversal del Caribe,Cruz del Viso - Cartagena,"2",,67.948846500234,2. Cali-Medellín-Cartagena
"140",HUILA,KM 76,VIAS INTERNAS Y PLANTA TRATAMIENTO,NEIVA - CASTILLA,2023/07/09,-75.3048933,2.9437753,Manifestación de personas,COLFECAR,"450",3705.33637558114,,43HL02,"10",560,"20",54,"14",Alternas a la Troncal del Magdalena,Casa Blanca-Neiva,"2",,8.96715425354084,
"141",MAGDALENA,ONEIDA,SERVICIO DE AGUA ,BARRANQUILLA - SANTA MARTA,2023/07/11,-74.2615377,11.005965,Manifestación de personas,COLFECAR,"89",23089.582877633,"90071","9007","1",1794,"94",785,"15",Transversal del Caribe,Barranquilla - Santa Marta,"3",,129.570996211699,
"142",CORDOBA,LORICA,MAL ESTADO DE VIAS,LORICA - SAN ONOFRE,2023/07/11,-75.8142892,9.2391029,Manifestación de personas,COLFECAR,"403",2294.49863248389,"90040","9004","0",0,"5",850,"11",Transversal del Caribe,Paso Nacional por Loríca,"1",,5.75980077258066,2. Cali-Medellín-Cartagena
"143",MAGDALENA,APURE,SERVICIO DE ENERGIA,PLATO - EL DIFICIL,2023/07/11,-74.5818532,9.8711772,Manifestación de personas,COLFECAR,"228",13996.731284187,"80020","8002","0",0,"87",820,"15",Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Plato – Pueblo Nuevo,"2",,100.945433880378,3. Bogotá-B/quilla
"144",BOLIVAR,SAB CAYETANO,,CARRETO - CRUZ DEL VISO,2023/07/11,-75.1383185,10.0845884,Manifestación de personas,COLFECAR,"132",3045.05980753813,25BL020,25BL02,"0",0,"25",93,"03",Acceso a Cartagena,Carreto - Cruz del Viso,"2",,25.2127961611433,2. Cali-Medellín-Cartagena
"145",BOLIVAR,CARTAGENA,,CARTAGENA  -TURBACO,2023/07/11,-75.5038397,10.4067584,Manifestación de personas,COLFECAR,"141",5440.47610186129,90BLC0,90BLC,"0",0,"9",130,"03",Alternas a la Transversal del Caribe,Variante de Cartagena y accesos,"2",,17.3396782614318,3. Bogotá-B/quilla
"146",MAGDALENA,APURE,SERVICIO DE ENERGIA,PLATO - EL DIFICIL,2023/07/12,-74.587518,9.8671183,Manifestación de personas,COLFECAR,"228",14534.1664249282,"80020","8002","0",0,"87",820,"15",Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Plato – Pueblo Nuevo,"2",,100.945433880378,3. Bogotá-B/quilla
"147",SANTANDER,LEBRIJA,INCUMPLIMIENTO ALCALDE,BUCARAMANGA - BARRANCABERMEJA,2023/07/12,-73.1529492,7.0842162,Manifestación de personas,COLFECAR,"235",4331.70561796498,45AST0810,45AST08,"10",100,"21",700,"22",Troncal Central,Palenque - La Cemento,"3",,14.9712431335149,5. Medellín-B/manga
"148",CHOCÓ,PEÑAS DEL OLVIDO,INCUMPLIMIENTO ALCALDE,PEREIRA - QUIBDO,2023/07/12,-76.4124537,5.3109257,Manifestación de personas,COLFECAR,"153",4976.16349287633,"50020","5002","0",0,"50",0,"10",Transversal Las Animas - Bogotá,Las Animas - Mumbú,"1",,48.5529626372544,
"149",VALLE DEL CAUCA,BUGALAGRANDE,INCUMPLIMIENTO ALCALDE,ANDALUCIA - CERRITOS,2023/07/13,-76.1526801,4.2088393,Manifestación de personas,COLFECAR,"419",302.649889405207,25VLG0,25VLG,"0",0,"2",800,"25",Alternas a la Troncal de Occidente,Variante de Bugalagrande     ,"3",,3.76479923301834,
"150",LA GUAJIRA,KM 29,RECURSOS PARA EDUCACION,RIOHACHA - MAICAO,2023/07/13,-72.7102696,11.4932262,Manifestación de personas,COLFECAR,"125",22379.335032198,"90100","9010","0",0,"88",0,"13",Transversal del Caribe,Riohacha - Paraguachón,"2",,87.5749326388281,3. Bogotá-B/quilla
"151",ATLANTICO,MALAMBO,SERVICIO DE ALCANTARILLADO,BARRANQUILLA - SABAGRANDE,2023/07/13,-74.7697699,10.8486984,Manifestación de personas,COLFECAR,"147",13681.0746202802,"27020","2702","0",0,"63",1505,"02",Paralela del Rio Magdalena,Salamina - Palermo,"1",,61.2481270104134,
"152",LA GUAJIRA,MINGUEO,SERVICIO DE ENERGIA,RIOHACHA - PALOMINO,2023/07/14,-73.3983499,11.2157615,Manifestación de personas,COLFECAR,"213",23170.7576936949,"90090","9009","0",0,"90",0,"13",Transversal del Caribe,Río Palomino - Riohacha,"2",,89.987311750988,3. Bogotá-B/quilla
"153",LA GUAJIRA,KM 10,DERECHO A LA IGUALDAD,RIOHACHA - MAICAO,2023/07/17,-72.893781,11.5379534,Manifestación de personas,COLFECAR,"125",42999.7148501205,"90100","9010","0",0,"88",0,"13",Transversal del Caribe,Riohacha - Paraguachón,"2",,87.5749326388281,3. Bogotá-B/quilla
"154",MAGDALENA,CIENAGA,SERVICIO DE ENERGIA,BARRANQUILLA - SANTA MARTA,2023/07/17,-74.248541,11.0053494,Manifestación de personas,COLFECAR,"89",24424.8651916495,"90071","9007","1",1794,"94",785,"15",Transversal del Caribe,Barranquilla - Santa Marta,"3",,129.570996211699,
"155",SANTANDER,CAMPO 23,SEGURIDAD VIAL,RIO ERMITAÑO - LA LIZAMA,2023/07/18,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"156",MAGDALENA,TAMALAMEQUE,SERVICIO DE ALCANTARILLADO,EL BANCO - EL BURRO,2023/07/19,-73.9110701,8.9809107,Manifestación de personas,COLFECAR,"502",5837.11286590476,"78060","7806","0",0,"28",0,"09",Transversal Depresion Momposina,El Banco – Tamalameque,"1","78",28.5380180681964,
